clarity,price,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,carat,depth,table,x,y,z
4,2613,0,0,1,0,0,0,0,0,0,0,1,0,-0.11036042025118496,0.8634912622315855,-0.20452860001304574,0.05206437673512996,0.06495788501036487,0.16427977223944146
7,918,0,0,1,0,0,0,0,0,1,0,0,0,-1.0047581768122802,0.24175911124016325,-1.0877816871355366,-1.1882370392272976,-1.1192974238380724,-1.1388137746658287
2,1790,0,0,1,0,0,0,0,0,0,0,1,0,-0.21436015938619613,-0.3108916896411048,-0.20452860001304574,-0.01880998989129457,0.0040035676431656566,-0.036196158053677145
3,2721,0,0,0,1,0,1,0,0,0,0,0,0,-0.17276026373219167,-0.44905438986141816,1.1203510306706905,-0.0010913982346880417,-0.0482429901001474,-0.0791552859736308
3,6416,0,0,1,0,0,0,0,0,1,0,0,0,0.4512381710778749,-0.932623840632527,-0.20452860001304574,0.7165115638578593,0.68320881830624,0.5795513421323297
7,11233,0,0,1,0,0,0,0,1,0,0,0,0,0.6176377536938927,0.1726777611300041,-0.20452860001304574,0.8051045221408903,0.7180398568017823,0.7943469817320987
3,983,0,0,0,1,0,0,0,0,1,0,0,0,-0.8799584898502669,-1.1398678909629996,1.561977574231936,-0.9578953476914184,-0.9712655102320178,-1.0815349374392231
6,3548,0,0,1,0,0,0,0,0,1,0,0,0,-0.17276026373219167,-0.03456628920046833,-1.176106995847787,-0.00995069406299091,0.021419086890936415,0.006762969866276528
3,7177,0,0,0,0,1,0,0,0,0,1,0,0,0.8880370754449214,-1.0707865408528403,2.445230661354427,1.070883396989982,1.0141036840138913,0.8945849468786583
4,5604,0,0,1,0,0,0,0,0,0,0,0,1,0.8464371797909168,0.034515060909685875,-0.5578298348620409,0.92027536790883,0.9705648858944637,0.9375440747986127
4,1207,0,0,1,0,0,1,0,0,0,0,0,0,-0.7759587507152559,0.24175911124016325,-0.6461551435742912,-0.7895687269536608,-0.762279279258764,-0.752181623386243
5,620,0,0,1,0,0,0,1,0,0,0,0,0,-1.1087579159472913,-0.17272898942078657,-0.20452860001304574,-1.4185787307631779,-1.3631146933068683,-1.4108882514922034
4,798,1,0,0,0,0,0,0,0,1,0,0,0,-0.8383585941962625,-3.2123083942677435,2.886857204915672,-0.7629908394687513,-0.7361560003871072,-1.0815349374392231
1,4446,0,1,0,0,0,0,0,1,0,0,0,0,0.555237910212886,-0.3108916896411048,3.3284837484769176,0.7519487471710716,0.5787157028196132,0.651149888665586
6,1431,0,0,1,0,0,0,1,0,0,0,0,0,-0.8175586463692603,-0.3108916896411048,-0.20452860001304574,-0.8427245019234787,-0.8493568754976202,-0.8810590071461046
3,5988,0,0,0,1,0,0,0,1,0,0,0,0,0.43043822325087266,0.656247211901113,0.23709794354819969,0.5747628306050102,0.5700079431957277,0.665469597972237
3,18207,0,0,0,1,0,0,0,0,0,1,0,0,2.531232953778096,-0.6562984401918955,2.003604117793181,2.151717488042955,2.067742598504044,2.0115222727974613
3,794,0,0,0,1,0,1,0,0,0,0,0,0,-0.9007584376772692,-0.863542490522368,0.6787244871094451,-0.9578953476914184,-0.9190189524887039,-1.0242561002126178
3,1645,0,0,0,1,0,0,1,0,0,0,0,0,-0.48475948113722495,0.5180845116807948,-1.0877816871355366,-0.36432252719511354,-0.4139688943033419,-0.33691005349335473
2,672,0,0,0,0,1,0,0,1,0,0,0,0,-0.8799584898502669,-0.03456628920046833,0.23709794354819969,-0.9578953476914184,-0.8841879139931617,-0.93833784437271
5,1295,0,0,0,1,0,1,0,0,0,0,0,0,-0.8175586463692603,0.034515060909685875,0.23709794354819969,-0.878161685236691,-0.8319413562498486,-0.852419588532802
2,4482,0,0,0,1,0,0,1,0,0,0,0,0,0.2432386928078528,0.31084046135032234,0.23709794354819969,0.433014097352162,0.3784372314702447,0.45067395837246743
2,12316,0,0,1,0,0,0,0,0,0,0,0,1,3.1136314929341578,0.37992181146047654,-0.20452860001304574,2.3643405879222286,2.259313310229527,2.3981544240770463
4,4455,0,0,0,0,1,0,0,0,0,1,0,0,0.2016387971538483,0.24175911124016325,-0.20452860001304574,0.3798583223823432,0.4219760295896732,0.43635424906581644
1,4507,0,0,0,1,0,0,0,1,0,0,0,0,0.49283806673187935,0.587165861790954,0.23709794354819969,0.6633557888880414,0.60483898169127,0.7227484351988424
3,17343,0,0,1,0,0,0,0,0,1,0,0,0,1.9696343624490367,-0.17272898942078657,-0.20452860001304574,1.7884863590825293,1.7194322135486217,1.739447795971086
5,9169,0,0,1,0,0,0,0,1,0,0,0,0,0.49283806673187935,-0.379973039751259,-0.20452860001304574,0.6987929722012536,0.657085539434583,0.636830179358935
2,2674,0,0,0,0,1,0,0,0,1,0,0,0,-0.21436015938619613,-1.8306813920645808,2.003604117793181,0.05206437673512996,0.14332772162533483,-0.12211441389358511
2,3878,0,0,0,1,0,0,0,0,0,0,1,0,0.30563853628885923,-1.2089492410731586,1.1203510306706905,0.5747628306050102,0.5438846643240708,0.4077148304525138
3,1024,0,0,0,1,0,0,1,0,0,0,0,0,-0.7967586985422581,-0.5181357399715772,0.6787244871094451,-0.7895687269536608,-0.8058180773781917,-0.852419588532802
2,5624,1,0,0,0,0,0,1,0,0,0,0,0,0.4720381189048771,2.3141996145449024,0.23709794354819969,0.539325647291798,0.43068378921355854,0.7943469817320987
2,2481,0,0,0,0,1,0,1,0,0,0,0,0,-0.21436015938619613,-1.6234373417341084,2.445230661354427,0.04320508090682709,-0.013411951604605104,-0.17939325112019044
2,4346,0,0,0,0,1,0,0,0,0,0,0,1,0.43043822325087266,0.103596411019845,0.23709794354819969,0.5481849431201017,0.5700079431957277,0.5795513421323297
3,5707,0,0,1,0,0,0,0,0,0,0,0,1,0.8464371797909168,0.5180845116807948,-0.20452860001304574,0.9291346637371329,0.8660717704078368,0.980503202718567
4,7399,0,1,0,0,0,0,0,1,0,0,0,0,0.49283806673187935,1.0016539624519036,-0.20452860001304574,0.5924814222616168,0.60483898169127,0.7370681445054934
1,3105,0,1,0,0,0,0,0,0,0,1,0,0,0.2016387971538483,1.6233861134433212,0.23709794354819969,0.2735467724427064,0.23911307748807556,0.4649936676791191
4,2043,0,0,1,0,0,1,0,0,0,0,0,0,-0.48475948113722495,-0.10364763931062745,-1.0877816871355366,-0.36432252719511354,-0.309475778816715,-0.3512297628000064
5,1160,0,0,0,0,1,1,0,0,0,0,0,0,-0.8175586463692603,0.5180845116807948,-1.529408230696782,-0.8427245019234787,-0.8145258370020778,-0.7808210419995456
2,5236,0,0,0,1,0,0,0,1,0,0,0,0,0.5344379623858838,-0.5181357399715772,0.23709794354819969,0.8051045221408903,0.7441631356734384,0.7084287258921913
1,2376,0,0,0,0,1,0,1,0,0,0,0,0,-0.17276026373219167,1.208898012782376,0.6787244871094451,-0.07196576486111257,-0.11790506709123198,0.04972209778623084
4,631,0,0,0,0,1,0,0,0,0,1,0,0,-0.9215583855042714,-0.6562984401918955,0.6787244871094451,-1.01991041848954,-0.9799732698559032,-1.0672152281325722
5,1007,0,0,1,0,0,0,0,0,1,0,0,0,-0.8175586463692603,-0.932623840632527,-0.6461551435742912,-0.8338652060951759,-0.7971103177543063,-0.9096984257594073
5,3992,0,0,0,0,1,0,0,1,0,0,0,0,0.014439266710828437,0.9325726123417446,-0.6461551435742912,0.2203909974728884,0.13461996200144946,0.29315715599930314
2,600,0,0,0,1,0,0,0,1,0,0,0,0,-0.9215583855042714,-0.44905438986141816,0.6787244871094451,-1.028769714317843,-0.9799732698559032,-1.0528955188259206
3,3238,0,0,0,0,1,0,0,0,0,0,1,0,0.18083884932684607,0.9325726123417446,-1.0877816871355366,0.3089839557559187,0.36972947184635935,0.4649936676791191
5,2012,0,0,1,0,0,0,0,0,1,0,0,0,-0.5887592202722359,0.4490031615706357,-1.0877816871355366,-0.4883526687913561,-0.5010464905421972,-0.45146772794656537
4,565,0,0,0,0,1,0,0,0,1,0,0,0,-1.0463580724662849,-1.0707865408528403,2.003604117793181,-1.2768299975103288,-1.249913818196356,-1.36792912357225
3,1772,0,0,0,0,1,0,0,1,0,0,0,0,-0.42235963765621826,0.24175911124016325,-0.20452860001304574,-0.32888534388190127,-0.309475778816715,-0.2939509255734011
2,2718,0,1,0,0,0,0,0,1,0,0,0,0,0.014439266710828437,1.7615488136636392,-1.9710347742580274,0.14951663084646388,0.19557427936864788,0.3790754118392111
5,682,0,0,0,0,1,0,0,1,0,0,0,0,-1.1087579159472913,-0.379973039751259,-0.20452860001304574,-1.4185787307631779,-1.3718224529307537,-1.4395276701055062
3,765,0,0,1,0,0,0,0,0,1,0,0,0,-0.9631582811582757,-0.5181357399715772,-0.20452860001304574,-1.0996440809442674,-1.1018819045903008,-1.1531334839724796
2,470,0,0,0,1,0,0,0,1,0,0,0,0,-1.2127576550823025,-0.03456628920046833,1.1203510306706905,-1.631201830642451,-1.6504707608950917,-1.6543233097052759
4,1235,0,0,1,0,0,1,0,0,0,0,0,0,-0.7967586985422581,-0.44905438986141816,-0.20452860001304574,-0.7984280227819636,-0.8145258370020778,-0.852419588532802
4,432,0,0,1,0,0,0,0,0,0,0,1,0,-1.1087579159472913,0.103596411019845,-1.529408230696782,-1.409719434934874,-1.3631146933068683,-1.3822488328789009
1,394,0,0,0,0,1,0,0,1,0,0,0,0,-1.0463580724662849,0.31084046135032234,0.23709794354819969,-1.3477043641367532,-1.2324982989485846,-1.2676911584256902
4,1376,0,0,1,0,0,0,0,0,0,0,1,0,-0.6095591680992382,0.1726777611300041,-0.20452860001304574,-0.5680863312460843,-0.5358775290377396,-0.5373859837864734
3,6785,0,0,0,0,1,1,0,0,0,0,0,0,0.4512381710778749,-1.3471119412934769,1.561977574231936,0.7076522680295565,0.7528708952973245,0.5509119235190271
4,8830,0,0,1,0,0,0,0,0,1,0,0,0,0.8672371276179192,0.587165861790954,-1.3527576132722845,0.9114160720805263,0.9444416070228068,1.02346233063852
3,7506,0,0,1,0,0,0,0,0,0,1,0,0,0.8672371276179192,-0.932623840632527,-0.20452860001304574,1.070883396989982,1.0750580013810906,0.9518637841052636
5,2022,0,0,1,0,0,0,0,0,1,0,0,0,-0.5263593767912292,0.103596411019845,-0.6461551435742912,-0.4529154854781438,-0.4139688943033419,-0.4228283093332627
1,15169,0,0,0,1,0,0,0,0,0,0,1,0,2.884832066837134,0.5180845116807948,0.23709794354819969,2.275747629639198,2.1896512332384424,2.340875586850441
1,3810,0,0,0,0,1,0,0,0,0,0,0,1,0.49283806673187935,1.208898012782376,0.6787244871094451,0.5570442389484045,0.5874234624434985,0.7370681445054934
2,7627,0,0,1,0,0,0,0,0,0,1,0,0,1.4496356667739811,-0.10364763931062745,-0.20452860001304574,1.4163959342938008,1.3014597516021151,1.352815644691501
2,5490,0,1,0,0,0,0,0,0,0,1,0,0,0.8880370754449214,1.3470607130026944,0.6787244871094451,0.9025567762522235,0.8399484915361799,1.0664214585584744
3,5922,0,1,0,0,0,0,0,0,1,0,0,0,0.4512381710778749,1.2779793628925353,-0.20452860001304574,0.5924814222616168,0.5525924239479562,0.7513878538121457
1,3390,0,0,1,0,0,0,1,0,0,0,0,0,-0.027160628943176033,-0.5181357399715772,-0.20452860001304574,0.2292502933011913,0.1781587601208771,0.14996006293278982
2,3730,0,1,0,0,0,0,0,0,0,1,0,0,0.2016387971538483,-0.2418103395309457,1.1203510306706905,0.2824060682710093,0.32619067372693167,0.2788374466926521
3,1847,0,0,1,0,0,0,1,0,0,0,0,0,-0.5471593246182315,0.103596411019845,-0.20452860001304574,-0.4529154854781438,-0.4749232116705403,-0.45146772794656537
3,1815,0,0,1,0,0,0,1,0,0,0,0,0,-0.5887592202722359,0.1726777611300041,-1.0877816871355366,-0.4883526687913561,-0.5271697694138541,-0.4944268558665191
1,4458,0,0,1,0,0,0,0,1,0,0,0,0,0.43043822325087266,0.24175911124016325,-1.0877816871355366,0.6013407180899196,0.6309622605629261,0.651149888665586
5,1263,0,0,1,0,0,1,0,0,0,0,0,0,-0.8383585941962625,0.103596411019845,-0.6461551435742912,-0.8870209810649938,-0.8580646351215055,-0.8667392978394536
1,4503,0,0,0,1,0,0,0,1,0,0,0,0,0.4720381189048771,-0.7253797903020497,1.1203510306706905,0.6456371972314348,0.6745010586823539,0.565231632825678
4,1598,0,0,0,0,1,0,0,0,0,1,0,0,-0.6303591159262404,-0.5181357399715772,-0.6461551435742912,-0.5680863312460843,-0.5358775290377396,-0.6089845303197297
4,3629,0,0,1,0,0,1,0,0,0,0,0,0,-0.17276026373219167,0.5180845116807948,-1.0877816871355366,-0.027669285719597436,-0.004704191980719723,0.04972209778623084
3,889,0,0,1,0,0,0,0,1,0,0,0,0,-0.8799584898502669,-0.379973039751259,-0.20452860001304574,-0.9490360518631155,-0.9625577506081324,-0.9956166815993153
1,1999,0,1,0,0,0,0,0,0,0,1,0,0,-0.21436015938619613,1.2779793628925353,-1.529408230696782,-0.0631064690328097,-0.1091973074673466,0.06404180709288185
2,3499,0,0,0,0,1,0,0,0,0,0,0,1,0.43043822325087266,0.7944099121214264,-0.20452860001304574,0.539325647291798,0.5438846643240708,0.651149888665586
2,7459,0,0,0,0,1,0,0,0,0,1,0,0,1.4496356667739811,0.1726777611300041,2.445230661354427,1.3278029760107706,1.2579209534826874,1.3241762260781975
3,1637,0,0,1,0,0,0,0,0,1,0,0,0,-0.5471593246182315,0.103596411019845,-0.20452860001304574,-0.4529154854781438,-0.4923387309183118,-0.4657874372532164
2,5576,0,0,1,0,0,0,0,0,1,0,0,0,0.43043822325087266,0.587165861790954,-0.6461551435742912,0.5924814222616168,0.60483898169127,0.6797893072788881
2,4717,0,0,0,1,0,0,0,0,0,0,0,1,0.8256372319639146,-1.2089492410731586,1.561977574231936,1.0177276220201632,0.9531493666466921,0.8229864003454019
3,1117,0,0,0,1,0,1,0,0,0,0,0,0,-0.8799584898502669,-2.1070067925052123,1.561977574231936,-0.8604430935800852,-0.8754801543692763,-1.0815349374392231
3,380,0,0,0,1,0,0,0,0,0,0,0,1,-1.0255581246392824,0.5180845116807948,1.1203510306706905,-1.2679707016820259,-1.2063750200769277,-1.196092611892434
3,16791,0,0,0,0,1,0,0,0,0,0,0,1,3.3008310233771785,0.31084046135032234,1.1203510306706905,2.4352149545486528,2.4073452238355815,2.4983923892236057
6,1044,0,0,1,0,0,0,1,0,0,0,0,0,-1.0047581768122802,0.5180845116807948,-0.6461551435742912,-1.170518447570692,-1.188959500829157,-1.1388137746658287
3,2332,0,0,0,0,1,1,0,0,0,0,0,0,-0.33915984634820934,-2.1760881426153715,0.6787244871094451,-0.036528581547900306,-0.004704191980719723,-0.2796312162667494
2,8782,0,0,0,0,1,0,0,0,0,0,1,0,1.616035249389999,0.9325726123417446,-1.0877816871355366,1.4872703009202255,1.4843227037037119,1.6392098308245275
5,7234,0,0,0,0,1,0,0,0,1,0,0,0,0.43043822325087266,0.8634912622315855,0.6787244871094451,0.45073268900876773,0.5525924239479562,0.6225104700522833
3,1915,0,0,1,0,0,0,1,0,0,0,0,0,-0.5055594289642269,0.103596411019845,-1.0877816871355366,-0.3554632313668107,-0.3965533750555703,-0.3655494721066574
6,1668,0,0,0,0,1,0,0,0,0,1,0,0,-0.6095591680992382,-0.5872170900817364,-0.6461551435742912,-0.5060712604479626,-0.4575076924227695,-0.5517056930931243
4,4535,0,1,0,0,0,0,0,0,0,1,0,0,0.32643848411586146,1.4852234132230078,-1.529408230696782,0.4241548015238583,0.4568070680852147,0.636830179358935
2,3102,0,0,1,0,0,0,0,0,0,0,0,1,0.2016387971538483,0.587165861790954,-1.529408230696782,0.3709990265540403,0.4219760295896732,0.4793133769857701
6,646,0,0,0,1,0,0,1,0,0,0,0,0,-1.087957968120289,-0.3108916896411048,1.1203510306706905,-1.3831415474499655,-1.3369914144352115,-1.3965685421855525
4,7539,0,0,0,1,0,0,0,1,0,0,0,0,0.4512381710778749,-0.6562984401918955,0.6787244871094451,0.636777901403132,0.6483777798106977,0.565231632825678
2,619,0,1,0,0,0,1,0,0,0,0,0,0,-0.9215583855042714,1.0016539624519036,-0.6461551435742912,-1.0819254892876617,-1.032219827599217,-0.9669772629860126
2,803,0,0,0,0,1,1,0,0,0,0,0,0,-0.9631582811582757,0.9325726123417446,-0.20452860001304574,-1.1350812642574797,-1.1367129430858431,-1.0528955188259206
2,860,0,0,0,1,0,0,1,0,0,0,0,0,-0.8591585420232647,-1.8306813920645808,0.6787244871094451,-0.825005910266873,-0.8580646351215055,-1.0242561002126178
2,4693,0,1,0,0,0,1,0,0,0,0,0,0,0.32643848411586146,-0.5181357399715772,1.561977574231936,0.48616987232198,0.5090536258285285,0.43635424906581644
5,1007,0,0,1,0,0,0,0,0,1,0,0,0,-0.8175586463692603,0.034515060909685875,-0.6461551435742912,-0.8870209810649938,-0.840649115873734,-0.8667392978394536
6,1160,0,0,1,0,0,0,1,0,0,0,0,0,-0.8799584898502669,0.4490031615706357,-1.529408230696782,-0.9756139393480249,-0.9451422313603609,-0.9240181350660589
5,3371,0,0,1,0,0,0,0,0,0,1,0,0,-0.1935602115591939,0.103596411019845,-0.6461551435742912,-0.01880998989129457,0.012711327267051035,0.006762969866276528
3,4759,0,0,0,0,1,0,1,0,0,0,0,0,0.22243874498085053,0.31084046135032234,1.1203510306706905,0.34442113906913097,0.40456051034190166,0.4220345397591648
4,1742,0,0,1,0,0,0,1,0,0,0,0,0,-0.5887592202722359,-0.03456628920046833,-0.6461551435742912,-0.5415084437611749,-0.4923387309183118,-0.5230662744798217
1,4725,0,0,0,1,0,1,0,0,0,0,0,0,0.6176377536938927,0.4490031615706357,0.23709794354819969,0.7608080429993744,0.7180398568017823,0.808666691038751
4,489,0,0,0,1,0,0,0,0,0,0,1,0,-1.0255581246392824,-1.7616000419544218,1.1203510306706905,-1.1882370392272976,-1.1280051834619578,-1.3249699956522956
5,2558,0,0,0,0,1,0,0,0,0,1,0,0,-0.21436015938619613,0.5180845116807948,-1.0877816871355366,-0.08082506068941545,-0.05695074972403355,-0.007556739440374484
3,625,0,0,0,1,0,0,0,1,0,0,0,0,-1.0255581246392824,0.1726777611300041,0.23709794354819969,-1.2679707016820259,-1.1976672604530423,-1.2247320305057365
4,8392,0,0,1,0,0,0,0,0,0,1,0,0,1.0544366580609392,0.4490031615706357,-0.6461551435742912,1.115179876131497,1.0750580013810906,1.1666594237050338
6,761,0,0,0,0,1,0,0,0,1,0,0,0,-1.0255581246392824,0.7253285620112673,-0.20452860001304574,-1.2768299975103288,-1.2324982989485846,-1.196092611892434
2,2753,0,0,0,1,0,0,1,0,0,0,0,0,-0.21436015938619613,-1.2089492410731586,0.6787244871094451,0.007767897593614828,0.03883460613870795,-0.12211441389358511
5,3354,0,0,0,0,1,0,0,1,0,0,0,0,-0.1935602115591939,0.24175911124016325,1.1203510306706905,-0.04538787737620317,-0.022119711228491257,-0.007556739440374484
1,2450,0,0,0,1,0,0,1,0,0,0,0,0,-0.1935602115591939,0.587165861790954,0.23709794354819969,-0.036528581547900306,-0.06565850934791893,0.021082679172928175
4,7049,0,1,0,0,0,0,0,0,1,0,0,0,0.49283806673187935,1.4161420631128487,-0.20452860001304574,0.5836221264333139,0.5961312220673839,0.7800272724254477
7,1290,0,0,0,1,0,0,0,1,0,0,0,0,-0.8591585420232647,-2.5905762432763213,1.561977574231936,-0.8072873186102665,-0.8319413562498486,-1.0815349374392231
5,936,0,0,1,0,0,0,0,0,1,0,0,0,-1.0047581768122802,0.587165861790954,-0.20452860001304574,-1.2059556308839043,-1.2237905393246993,-1.1674531932791312
